Dataset,FileName,text,label2a,Starting,Ending
Common Voice,common_voice_en_698301,Then get out of here.,0,,
Common Voice,common_voice_en_18074522,The everlasting Jew the wandering Jew.,0,,
Common Voice,common_voice_en_22277883,"However, should two marks be allowed on the ruler, the problem becomes solvable.",0,,
Common Voice,common_voice_en_15734852,My children are all scoundrels.,1,,
Common Voice,common_voice_en_560691,I think you're crazy.,1,,
Common Voice,common_voice_en_480749,Her low self-esteem is pathetic.,1,,
Common Voice,common_voice_en_17798819,Her purse was full of useless trash.,1,,
Common Voice,common_voice_en_18908170,"An advocate of abstinence and moral virtue, he was a teetotaler.",0,,
Common Voice,common_voice_en_204071,You could save that poor devil's life.,1,,
Common Voice,common_voice_en_18713959,"The word means ""takes the fat,"" or ""greedy person.",0,,
Common Voice,common_voice_en_17908219,A main application of pseudorandom generators lies in the de-randomization of computation that relies on randomness.,0,,
Common Voice,common_voice_en_614944,Put down that chair!,0,,
Common Voice,common_voice_en_165557,I would have won the Junior Olympics if not for those medaling kids.,0,,
Common Voice,common_voice_en_19584293,The rocker cover was invented to keep the oil in and the dirt out.,0,,
Common Voice,common_voice_en_18667512,I'm going to call it a day.,0,,
Common Voice,common_voice_en_126671,Shame on you and get off my front porch!,0,,
Common Voice,common_voice_en_164757,"Bacon, pancakes and maple syrup is a hearty start to any day.",0,,
Common Voice,common_voice_en_522287,I often wish you weren't such a stinker.,1,,
Common Voice,common_voice_en_20806014,"However, Apries' reign was also fraught with internal problems.",0,,
Common Voice,common_voice_en_593370,I had a memo from Art today.,0,,
Common Voice,common_voice_en_18101459,Her purse was full of useless trash.,1,,
Common Voice,common_voice_en_17844387,The cat knows well whose lips she licks.,0,,
Common Voice,common_voice_en_19615455,A symbol clearly denotes such drugs in their entry.,0,,
Common Voice,common_voice_en_117611,"The two men exchanged some words in Arabic, and the bar owner seemed irritated.",0,,
Common Voice,common_voice_en_17333326,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_21740383,The spot is marked by a plaque erected by the Township of Scarborough.,0,,
Common Voice,common_voice_en_19468099,He was succeeded by Noam Pikelny.,0,,
Common Voice,common_voice_en_564667,Her niece is a diabetic.,0,,
Common Voice,common_voice_en_18767795,"Tornadoes hit Fiskville, powerful enough to upend cars, and Melton.",0,,
Common Voice,common_voice_en_22361668,"This is ""my"" damn gym!"".",0,,
Common Voice,common_voice_en_17258341,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
Common Voice,common_voice_en_534136,"""Not to worry,"" said the alchemist.",0,,
Common Voice,common_voice_en_18135382,"Security, kick this guy out!",1,,
Common Voice,common_voice_en_18971338,The amount of deviation is called the slope of the grain.,0,,
Common Voice,common_voice_en_8975,Several men are standing next to a large animal while a woman walks by.,0,,
Common Voice,common_voice_en_23736250,The school also holds an annual auction fundraiser.,0,,
Common Voice,common_voice_en_123790,Pigs are cute and intelligent animals.,0,,
Common Voice,common_voice_en_616427,The boy listened quietly.,0,,
Common Voice,common_voice_en_199832,We're a different world.,0,,
Common Voice,common_voice_en_17776578,"When she called her friend for help with her computer, she repeatedly emphasized, that she hadn't done anything.",0,,
Common Voice,common_voice_en_17393464,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_92128,With that new haircut you look ridiculous.,1,,
Common Voice,common_voice_en_18392,I'm going to become bitter and distrustful of people because one person betrayed me.,0,,
Common Voice,common_voice_en_23860656,It was in Sturminster Newton Hundred and the tenant-in-chief was Glastonbury Abbey.,0,,
Common Voice,common_voice_en_489688,Get your guns out.,0,,
Common Voice,common_voice_en_108383,Maybe he really is a fool.,1,,
Common Voice,common_voice_en_638295,I'll kill both of them!,1,,
Common Voice,common_voice_en_17258233,"Anita passed out during gymnastics, she recovered quickly.",0,,
Common Voice,common_voice_en_642986,"""You're the one who may die,"" the alchemist said.",0,,
Common Voice,common_voice_en_21335774,"He was taken in by one of the Chinese immigrants, Chen Yijiu.",0,,
Common Voice,common_voice_en_20877775,"I keep arranging until the cows come home, which is sometimes a weakness.",0,,
Common Voice,common_voice_en_17813039,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_18693495,"As soon as you take your first puff, you are an enemy of society.",0,,
Common Voice,common_voice_en_19475245,A constant current input will therefore produce a linearly increasing output.,0,,
Common Voice,common_voice_en_37224,Hundreds of yelling people are swarming into the park like locusts!,1,,
Common Voice,common_voice_en_648250,Those gangsters get what they deserve.,0,,
Common Voice,common_voice_en_20453371,"Taishanese originates from the Taishan region, where it is spoken.",0,,
Common Voice,common_voice_en_18134058,Every cock crows loud on his own dunghill.,0,,
Common Voice,common_voice_en_20975532,"Traditionally, she is seen in Neapolitan peasant clothing.",0,,
Common Voice,common_voice_en_18467727,His clothes are really outrageous. He's a one-off,1,,
Common Voice,common_voice_en_23384405,The towers within Park Island have been placed with parks and landscaped gardens.,0,,
Common Voice,common_voice_en_17255781,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_88102,It would kill you.,0,,
Common Voice,common_voice_en_19018839,The cursor can also record an intermediate result on any of the scales.,0,,
Common Voice,common_voice_en_502837,You're losing your eye.,0,,
Common Voice,common_voice_en_22732104,"By morning, Kham goes on his way.",0,,
Common Voice,common_voice_en_620778,You're worth more dead than alive.,1,,
Common Voice,common_voice_en_20974978,Wesley informs Angel that a Boretz demon is loose and killing people.,0,,
Common Voice,common_voice_en_19245019,"I clean lost my temper, the fools!",1,,
Common Voice,common_voice_en_17343881,To be the cock in the basket to be cock of the company.,0,,
Common Voice,common_voice_en_526058,I think you're crazy.,1,,
Common Voice,common_voice_en_158063,She's a feisty little ferret.,0,,
Common Voice,common_voice_en_17869129,A fool and his money are soon parted.,0,,
Common Voice,common_voice_en_17475945,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_516495,"Then suddenly, they kneel and die.",0,,
Common Voice,common_voice_en_584952,You've got the brain of a pancake.,1,,
Common Voice,common_voice_en_18314079,Slice the aubergine.,0,,
Common Voice,common_voice_en_23929901,The other is epithelial in appearance.,0,,
Common Voice,common_voice_en_191359,The boy was suddenly happy to be there at the warehouse.,0,,
Common Voice,common_voice_en_22440056,The area of present-day Tomioka was part of Mutsu Province.,0,,
Common Voice,common_voice_en_35257,Some of our biggest clients are affected.,0,,
Common Voice,common_voice_en_20416866,"His ""A Discourse of Trade"", written five years later, was much more significant, however.",0,,
Common Voice,common_voice_en_171327,"The stranger withdrew the sword from the boy's forehead, and the boy felt immensely relieved.",0,,
Common Voice,common_voice_en_51568,What good is money to you if you're going to die?,0,,
Common Voice,common_voice_en_17264171,"James Watt didn't invent the steam engine, but he improved it significantly.",0,,
Common Voice,common_voice_en_652821,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_527329,You are so rude!,1,,
Common Voice,common_voice_en_17749276,Leaves turn brown and yellow in the fall.,0,,
Common Voice,common_voice_en_17391016,"Jennifer's expression changed. ""Pull my finger"", she said.",0,,
Common Voice,common_voice_en_17279002,"""You're a good lad, you know?"" he told his son with stern eyes.",0,,
Common Voice,common_voice_en_23361216,"At one time or another, it influenced most of the Asian continent.",0,,
Common Voice,common_voice_en_19755114,Examples range from the academic to sporting and more frivolous events.,0,,
Common Voice,common_voice_en_104310,I think you're crazy.,1,,
Common Voice,common_voice_en_153646,Those gangsters get what they deserve.,0,,
Common Voice,common_voice_en_189008,That can't be true.,0,,
Common Voice,common_voice_en_19533065,Her parents separated when she was a baby.,0,,
Common Voice,common_voice_en_17266702,Will you come with me?,0,,
Common Voice,common_voice_en_664529,You get out of here quick.,0,,
Common Voice,common_voice_en_649428,It would kill you.,0,,
Common Voice,common_voice_en_479676,Don't hurt my finger again.,0,,
Common Voice,common_voice_en_21834507,The film was so popular that it was given a theatrical release.,0,,
Common Voice,common_voice_en_24011167,Bush for President campaign.,0,,
Common Voice,common_voice_en_17904824,Who told you that?,0,,
Common Voice,common_voice_en_16048298,"Alice, who the fuck is Bob?",1,,
Common Voice,common_voice_en_23704855,"It is located in Hammerseley Barracks and Fox Lines, Aldershot, Hampshire, England.",0,,
Common Voice,common_voice_en_17696597,"Don't you dare switch away, I think rhymes are okay, since they never decay, I could do this all day.",0,,
Common Voice,common_voice_en_145765,He had to spit some tobacco out of his mouth.,0,,
Common Voice,common_voice_en_186736,So you can kill me too?,0,,
Common Voice,common_voice_en_17451178,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_505732,Kid playing near water fountain,0,,
Common Voice,common_voice_en_506677,You ought to stay over.,0,,
Common Voice,common_voice_en_17776073,When will the train arrive this morning?,0,,
Common Voice,common_voice_en_19568419,The district is currently represented by Democrat Kathy Castor.,0,,
Common Voice,common_voice_en_18978070,"The ""Freya"" radar was more advanced than its British counterpart, Chain Home.",0,,
Common Voice,common_voice_en_110445,"""It's going to take a while,"" the boy said.",0,,
Common Voice,common_voice_en_19180447,He's supposed to be ugly.,0,,
Common Voice,common_voice_en_567197,Then he turned to the boy.,0,,
Common Voice,common_voice_en_17758816,He crawled with care along the ledge.,0,,
Common Voice,common_voice_en_18162929,She sewed the torn coat quite neatly.,0,,
Common Voice,common_voice_en_163491,Adam is a crook.,1,,
Common Voice,common_voice_en_20782695,"Mayall's character is devious, low-minded, calculating and stupid; Edmondson's merely very stupid.",1,,
Common Voice,common_voice_en_17254284,"Before you get too excited, keep in mind that it only applies to low-dimensional problems.",0,,
Common Voice,common_voice_en_18930868,Both were written by Craig Wessel.,0,,
Common Voice,common_voice_en_20267501,The ubiquitous brown bear was present as well.,0,,
Common Voice,common_voice_en_18810698,The term can take on specific conventional meanings in the grammars of particular languages.,0,,
Common Voice,common_voice_en_18792355,Nose Railway is a wholly owned subsidiary of Hankyu Corporation.,0,,
Common Voice,common_voice_en_17259734,Did you see it?,0,,
Common Voice,common_voice_en_99259,"""You're the one who may die,"" the alchemist said.",0,,
Common Voice,common_voice_en_486382,A woman in white is doing acrobatics.,0,,
Common Voice,common_voice_en_23892801,West Thessalian and Boeotian had come under a strong Northwest Greek influence.,0,,
Common Voice,common_voice_en_103721,He was immensely excited at the news.,0,,
Common Voice,common_voice_en_18779599,Stevens continued his solid form by reaching the quarter-finals at the Welsh Open.,0,,
Common Voice,common_voice_en_122066,You could save that poor devil's life.,1,,
Common Voice,common_voice_en_23380221,The ornithological section was mainly written by Alfred Moquin-Tandon.,0,,
Common Voice,common_voice_en_25953,Let them come in.,0,,
Common Voice,common_voice_en_253774,Thieves who rob friends deserve jail.,0,,
Common Voice,common_voice_en_18825649,"Since receiving the grant, the magazine has increased its budget.",0,,
Common Voice,common_voice_en_17428953,"Those women are all card sharks, don't be fooled.",1,,
Common Voice,common_voice_en_19281353,Carmi is a biblical name.,0,,
Common Voice,common_voice_en_215164,"""Lots of places sell tea around here,"" the merchant said.",0,,
Common Voice,common_voice_en_547455,Don't be a pessimist!,1,,
Common Voice,common_voice_en_17260420,"Alice, who the fuck is Bob?",1,,
Common Voice,common_voice_en_21670499,A chapel associated with Edward the Confessor existed north of the church.,0,,
Common Voice,common_voice_en_17731334,"Our bitch had puppies, do you want one?",0,,
Common Voice,common_voice_en_556362,But I didn‘«÷t think that it contained any living creature.,0,,
Common Voice,common_voice_en_17799198,Don't try to teach your grand-mother to suck eggs.,0,,
Common Voice,common_voice_en_18111634,Cut off one's nose to spite one's face.,0,,
Common Voice,common_voice_en_488109,You wouldn't want to kill anybody.,0,,
Common Voice,common_voice_en_23819635,"Later, it was discovered that Kallikak had an affair with a ""nameless feeble-minded woman"".",1,,
Common Voice,common_voice_en_529304,Long live the Emperor,0,,
Common Voice,common_voice_en_17403095,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_86174,There were monkeys all over the temple.,0,,
Common Voice,common_voice_en_167511,I'd better hustle him up!,0,,
Common Voice,common_voice_en_22960418,Removal of the testicles alone is termed castration.,0,,
Common Voice,common_voice_en_20791681,"The most common treatment is blood transfusions, especially in infants and young children.",0,,
Common Voice,common_voice_en_21701729,That's what he told me.,0,,
Common Voice,common_voice_en_24063543,The Ottomans also agreed to the abolition of all monopolies.,0,,
Common Voice,common_voice_en_18145039,It's wicked how Lara neglects her pussy cat.,0,,
Common Voice,common_voice_en_22047670,Detecon is a division of Deutsche Telekom.,0,,
Common Voice,common_voice_en_17673776,"The more you stir, the more it stinks.",0,,
Common Voice,common_voice_en_21370914,He traveled frequently and served as a spiritual consultant.,0,,
Common Voice,common_voice_en_209763,It's easy for you to talk.,0,,
Common Voice,common_voice_en_19635677,The Ethics Committee never reported or commented on any investigation of Deal.,0,,
Common Voice,common_voice_en_18230677,What a bummer!,0,,
Common Voice,common_voice_en_484491,He's nuts about you.,0,,
Common Voice,common_voice_en_461719,One of these days is none of these days.,0,,
Common Voice,common_voice_en_21130602,The complex is operated by the state of New York.,0,,
Common Voice,common_voice_en_19827500,"It was named for Elwood Thomas, a homesteader.",0,,
Common Voice,common_voice_en_23685712,Here's the key in the letter.,0,,
Common Voice,common_voice_en_690347,An elephant on the roof is soon an elephant in the house.,0,,
Common Voice,common_voice_en_551379,Then get out of here.,0,,
Common Voice,common_voice_en_23375878,Kinderhook Creek passes through the southeast part of the town.,0,,
Common Voice,common_voice_en_18488359,"Because, boys and ladies and gentlemen, he is a pessimist.",1,,
Common Voice,common_voice_en_17253518,Do you think your boyfriend is cheating on you?,0,,
Common Voice,common_voice_en_659890,One of the world's biggest problems is the growth of human population.,0,,
Common Voice,common_voice_en_19707347,"‘«ˇSo much humour,‘«÷ said Sam.",0,,
Common Voice,common_voice_en_567187,He took out his money and counted it.,0,,
Common Voice,common_voice_en_70473,A half a heelot!,1,,
Common Voice,common_voice_en_82627,Don't hurt my finger again.,0,,
Common Voice,common_voice_en_23848187,How far can freedom of the press be extended in wartime?,0,,
Common Voice,common_voice_en_17957357,It is in front of his house.,0,,
Common Voice,common_voice_en_253674,The dragon breathed a stream of fire thirty feet long.,0,,
Common Voice,common_voice_en_17897254,An act of faith.,0,,
Common Voice,common_voice_en_689041,A lot of money.,0,,
Common Voice,common_voice_en_480032,"Our bitch had puppies, do you want one?",0,,
Common Voice,common_voice_en_478013,Because he's wearing moccasins.,0,,
Common Voice,common_voice_en_19707283,There was no room for a fat little rabbit to squeeze underneath.,0,,
Common Voice,common_voice_en_15735375,Her jeans have holes in them.,0,,
Common Voice,common_voice_en_22978498,Four black soldiers were killed.,0,,
Common Voice,common_voice_en_17314302,"By accepting our privacy policy, you agree that we save your data for twenty-one days to detect frauds.",0,,
Common Voice,common_voice_en_540113,Beggars can't be choosers.,0,,
Common Voice,common_voice_en_18573433,I am writing to you in relation to the job advertised.,0,,
Common Voice,common_voice_en_17254328,"By accepting our privacy policy, you agree that we save your data for twenty-one days to detect frauds.",0,,
Common Voice,common_voice_en_18071519,Can you imagine something more beautiful than a plastic bag swooping and floating in a breeze?,0,,
Common Voice,common_voice_en_493594,But the merchant understood what the boy had said.,0,,
Common Voice,common_voice_en_392760,Monkeys smile when they are scared.,0,,
Common Voice,common_voice_en_23366147,"The insects suck the sap of the tree and excrete ""sticklac"" almost constantly.",0,,
Common Voice,common_voice_en_17529221,"Those women are all card sharks, don't be fooled.",1,,
Common Voice,common_voice_en_144660,What‘«÷s to be done?,0,,
Common Voice,common_voice_en_19572967,"Two days later, Dickau signed with the Clippers.",0,,
Common Voice,common_voice_en_23335733,Lots of blood.,0,,
Common Voice,common_voice_en_698104,You can have as many babies as you like.,0,,
Common Voice,common_voice_en_17261704,"Don't knock on death's door, ring the doorbell and run.",0,,
Common Voice,common_voice_en_21453208,"He was dumb, clumsy, drank too much and talked with a funny accent.",1,,
Common Voice,common_voice_en_504753,I accuse this man of being a faker!,1,,
Common Voice,common_voice_en_21786763,They spent the summer in Paris.,0,,
Common Voice,common_voice_en_23619649,His views on the nature of the gods are quoted by Philodemus.,0,,
Common Voice,common_voice_en_20115246,Please take the centre position.,0,,
Common Voice,common_voice_en_17252210,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_18608568,"A threatening, murderous, dangerous fellow.",0,,
Common Voice,common_voice_en_17434843,"Those women are all card sharks, don't be fooled.",1,,
Common Voice,common_voice_en_480688,Better be ignorant than obstinate,0,,
Common Voice,common_voice_en_18723658,"In Mexico the corporation, ""Congregaci??n Cristiana de los Testigos de Jehov?Ì"", is used.",0,,
Common Voice,common_voice_en_33992,"They blow across the world without a birthplace, and with no place to die.",0,,
Common Voice,common_voice_en_132932,It sort of makes a fellow lose faith in himself.,0,,
Common Voice,common_voice_en_41494,Get out of here.,0,,
Common Voice,common_voice_en_695176,Excuse you for what?,0,,
Common Voice,common_voice_en_31954,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_555415,Keep your shirt on.,0,,
Common Voice,common_voice_en_80463,"At the highest point in Tarifa there is an old fort, built by the Moors.",0,,
Common Voice,common_voice_en_21338121,The following family tree presents Vazul's ancestry and his offspring.,0,,
Common Voice,common_voice_en_209374,You're worth more dead than alive.,1,,
Common Voice,common_voice_en_55591,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_17991739,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_31842,"It seemed such a little thing, so bright and small and still.",0,,
Common Voice,common_voice_en_545396,To stuff into their own pockets.,0,,
Common Voice,common_voice_en_20901607,"One of those songs, ""Abenteuerland"", Miles sang with Pur in German.",0,,
Common Voice,common_voice_en_565079,"The wind screamed with delight, and blew harder than ever.",0,,
Common Voice,common_voice_en_18518625,"If you don't want skin cancer, remember to apply your suncream regularly",0,,
Common Voice,common_voice_en_18492217,"""She must be softened up,"" I said.",0,,
Common Voice,common_voice_en_30111,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
Common Voice,common_voice_en_219088,Will you give me those stamps?,0,,
Common Voice,common_voice_en_21628046,"Johnson is buried at the Elkview Masonic Cemetery in Clarksburg, West Virginia.",0,,
Common Voice,common_voice_en_645891,The place is so full of cockroaches.,0,,
Common Voice,common_voice_en_20328524,The uprising in Moscow sparked sporadic riots elsewhere in Russia.,0,,
Common Voice,common_voice_en_24066790,"For example, Ella Fitzgerald recorded their songbook.",0,,
Common Voice,common_voice_en_20951264,Two songs from the band All Boro Kings also appear in the film.,0,,
Common Voice,common_voice_en_119774,You're far too valuable!,0,,
Common Voice,common_voice_en_18344559,That's where they cut off the Scottish Chiefs and killed all hands.,0,,
Common Voice,common_voice_en_656966,"Hey look, a flying pig!",0,,
Common Voice,common_voice_en_96211,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_139748,"He moved about, invisible but everyone could hear him.",0,,
Common Voice,common_voice_en_17715669,Have you ever been to Singapore?,0,,
Common Voice,common_voice_en_17840900,A penny wise and a pound foolish.,1,,
Common Voice,common_voice_en_20650098,You know what a wretch I‘«÷ve said he was?,1,,
Common Voice,common_voice_en_19643968,They were also known as the Tillamook.,0,,
Common Voice,common_voice_en_22703268,The capital is Mostaganem.,0,,
Common Voice,common_voice_en_18686595,These laws vary among different countries and many laws have exemptions or special circumstances.,0,,
Common Voice,common_voice_en_19139693,He spent most of his career as a closer.,0,,
Common Voice,common_voice_en_693002,That insane android continues to ignore me.,1,,
Common Voice,common_voice_en_547488,A crowd of people stood around the fountain.,0,,
Common Voice,common_voice_en_45088,You'll find us everywhere.,0,,
Common Voice,common_voice_en_18161390,Children and fools speak truth.,0,,
Common Voice,common_voice_en_18328594,The envelope had already been opened.,0,,
Common Voice,common_voice_en_23766385,I should have killed him!,1,,
Common Voice,common_voice_en_23710764,Daffy sternly says to Canasta I hate you.,0,,
Common Voice,common_voice_en_17292100,Why don't you speak?,0,,
Common Voice,common_voice_en_19753950,Santali is also spoken.,0,,
Common Voice,common_voice_en_374394,Is he a drunkard or what?,1,,
Common Voice,common_voice_en_44324,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,,
Common Voice,common_voice_en_18500914,"Our family always hated cats: nasty, low, vulgar things!",1,,
Common Voice,common_voice_en_70011,Why don't you shut up!,1,,
Common Voice,common_voice_en_17857116,"Yesterday, he went to an STD clinic to test for herpes.",0,,
Common Voice,common_voice_en_202051,Adam is a crook.,1,,
Common Voice,common_voice_en_18841357,The single family was not below the poverty line.,0,,
Common Voice,common_voice_en_19963360,You either cook or you burn.,0,,
Common Voice,common_voice_en_18114046,What a dreadful rash you have on your legs!,0,,
Common Voice,common_voice_en_22315927,"A square in downtown Beirut, behind the Annahar building, was named in Kassir's honor.",0,,
Common Voice,common_voice_en_20081131,He will baptize you with the Holy Spirit and with fire.,0,,
Common Voice,common_voice_en_177830,I often wish you weren't such a stinker.,1,,
Common Voice,common_voice_en_18003617,"She outed herself as lesbian last year, didn't you hear?",0,,
Common Voice,common_voice_en_17272286,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_256512,"Waste not, want not",0,,
Common Voice,common_voice_en_20916861,"Let's kill, let's kill"", ""for Saint George!",1,,
Common Voice,common_voice_en_492850,What a load of rubbish on the telly today.,1,,
Common Voice,common_voice_en_17453705,"The more you stir, the more it stinks.",0,,
Common Voice,common_voice_en_23774113,Italian forces invaded Greece and made limited gains.,0,,
Common Voice,common_voice_en_104786,How are you feeling?,0,,
Common Voice,common_voice_en_140977,or a man into the wind.,0,,
Common Voice,common_voice_en_238004,Someone set fire to the trash.,0,,
Common Voice,common_voice_en_695587,You just pat him.,0,,
Common Voice,common_voice_en_560931,The stranger continued to hold the sword at the boy's forehead.,0,,
Common Voice,common_voice_en_17287929,"""What a load of trash"", Sarah opined.",1,,
Common Voice,common_voice_en_18102127,As sick as a dog.,0,,
Common Voice,common_voice_en_17246633,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_48373,Your so-called sedative only exacerbates the pain.,1,,
Common Voice,common_voice_en_502990,How much do you want?,0,,
Common Voice,common_voice_en_15735206,My children are all scoundrels.,1,,
Common Voice,common_voice_en_17488686,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
Common Voice,common_voice_en_2322790,Her low self-esteem is pathetic.,1,,
Common Voice,common_voice_en_620435,They must have turned off the electricity.,0,,
Common Voice,common_voice_en_17384730,Is he a drunkard or what?,1,,
Common Voice,common_voice_en_20872659,These medals fell into disuse during the period of Napoleonic domination.,0,,
Common Voice,common_voice_en_17248130,"If my stepfather sold this old sculpture, he'd probably become a millionaire.",0,,
Common Voice,common_voice_en_188311,I don't want to kill anybody.,0,,
Common Voice,common_voice_en_23615526,Intake into the honours degree is often highly selective.,0,,
Common Voice,common_voice_en_211672,He remembered the sword.,0,,
Common Voice,common_voice_en_8675,Don't be a fool.,0,,
Common Voice,common_voice_en_520814,"The next day, the boy returned to the well, hoping to see the girl.",0,,
Common Voice,common_voice_en_112565,"It really ought to be easy, except that right now there's an outstanding bug.",0,,
Common Voice,common_voice_en_477060,I tried to tell you right away but you started reminiscing.,0,,
Common Voice,common_voice_en_20952824,"Cuesta's reputation was that of a hopelessly proud, arrogant, xenophobic, and reactionary officer.",1,,
Common Voice,common_voice_en_679051,Maybe he really is a fool.,1,,
Common Voice,common_voice_en_17266843,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_40402,You ain't gonna ruin this heist!,0,,
Common Voice,common_voice_en_545290,You can't trust anybody in this crazy world.,0,,
Common Voice,common_voice_en_22862874,"Larva yellowish brown; dorsal and subdorsal lines pale, the latter black -edged above.",0,,
Common Voice,common_voice_en_20008373,"Sedaris began writing essays for ""Esquire"" and ""The New Yorker"".",0,,
Common Voice,common_voice_en_20374281,"However, many organisms live in hydrothermal vents in this and other zones.",0,,
Common Voice,common_voice_en_653672,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_14083958,Steven touched himself on the back of his neck.,0,,
Common Voice,common_voice_en_121510,Wasting my time listening to this mad hatter.,1,,
Common Voice,common_voice_en_639772,"He thought that, with some patience, he'd be able to transform everything into gold.",0,,
Common Voice,common_voice_en_504506,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,,
Common Voice,common_voice_en_23601,"In spite of this, I still believed that there were men in Mars.",0,,
Common Voice,common_voice_en_17709407,"""How many hens are there for one cock?"", I asked the farmer.",0,,
Common Voice,common_voice_en_20514013,"Grown-ups hate us - and we hate ""them""!",0,,
Common Voice,common_voice_en_612748,Why can't I skip this damn intro?,1,,
Common Voice,common_voice_en_325805,"If you lie down with dogs, you'll get up with fleas.",0,,
Common Voice,common_voice_en_19766335,"The following day, the band recorded Waters' ""Take Up Thy Stethoscope and Walk"".",0,,
Common Voice,common_voice_en_641057,Might just as well be.,0,,
Common Voice,common_voice_en_112359,Take your paws off me!,1,,
Common Voice,common_voice_en_17251373,"Television can make you dumb, but it can also be good education.",0,,
Common Voice,common_voice_en_17285883,"You're not psychotic, you just wish you were?",1,,
Common Voice,common_voice_en_17958412,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_586159,You wouldn't want to kill anybody.,0,,
Common Voice,common_voice_en_18104286,A bully is always a coward.,1,,
Common Voice,common_voice_en_22784852,Its original studio facilities were located on the campus of Samford University.,0,,
Common Voice,common_voice_en_656155,A famous company from Sweden sells furniture in many countries of the world.,0,,
Common Voice,common_voice_en_17247266,"Don't knock on death's door, ring the doorbell and run.",0,,
Common Voice,common_voice_en_103749,"You should see the other guy, specifically, how good at fighting he is.",0,,
Common Voice,common_voice_en_624801,You're probably weak from hunger.,0,,
Common Voice,common_voice_en_18124903,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_19750715,"Because of this, the rest of the rumbles were canceled due to safety concerns.",0,,
Common Voice,common_voice_en_18344417,When I can't see beauty in woman I want to die.,0,,
Common Voice,common_voice_en_17822196,You have to crawl before you walk.,0,,
Common Voice,common_voice_en_339612,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_34611,I don't know where to go.,0,,
Common Voice,common_voice_en_21738181,Myton and Russell had previously been in a group called the Bellstars.,0,,
Common Voice,common_voice_en_17276732,"You're not psychotic, you just wish you were?",1,,
Common Voice,common_voice_en_23568483,"You're dumb, and you don't care and you think you are eternal.",1,,
Common Voice,common_voice_en_20059370,The hydraulic organ is unfortunately often confused with the hydraulis.,0,,
Common Voice,common_voice_en_568509,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_18315224,"How old are you, mother.",0,,
Common Voice,common_voice_en_23608849,"""Silly ass, Dunster,"" he groaned, ""slamming about like that.""",1,,
Common Voice,common_voice_en_18117287,Don‘«÷t be a fool!,1,,
Common Voice,common_voice_en_539379,Let me comb your hair.,0,,
Common Voice,common_voice_en_19953932,"This ubiquitous bird is gregarious and noisy, with a harsh grating call.",0,,
Common Voice,common_voice_en_23737720,"Before the New Haven vicinity was settled, it was inhabited by multiple indigenous cultures.",0,,
Common Voice,common_voice_en_13161,A half a heelot!,1,,
Common Voice,common_voice_en_23725087,Part of the picture was filmed about Tarryall Creek.,0,,
Common Voice,common_voice_en_17993475,"Nora finds herself ugly, because she has pimples.",0,,
Common Voice,common_voice_en_204821,Don't hurt my finger again.,0,,
Common Voice,common_voice_en_21073784,"Credits for ""Songs About Jane"" adapted from AllMusic and the album's liner notes.",0,,
Common Voice,common_voice_en_561786,And I'll sign a paper.,0,,
Common Voice,common_voice_en_679719,All who went there were happy at having done so.,0,,
Common Voice,common_voice_en_21914534,They were going to poison the lassie.,0,,
Common Voice,common_voice_en_553065,Looking for a song with the title of Hollywood Star Playhouse,0,,
Common Voice,common_voice_en_20398155,"After the fiasco of Venice, Bedmar went to Flanders as president of the council.",0,,
Common Voice,common_voice_en_23404689,Daniel Hofer Senior initially lost the case.,0,,
Common Voice,common_voice_en_21575942,Monolulu subsequently choked to death on it and Bernard bade him farewell.,0,,
Common Voice,common_voice_en_170028,Maybe he really is a fool.,1,,
Common Voice,common_voice_en_175032,Who the heck is Johnny?!,1,,
