Dataset,FileName,text,label2a,split,Sentiment,Original FileName,Starting,Ending
Common Voice,common_voice_en_536191,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_17831906,What a load of rubbish on the telly today.,1,0,negative,,,
Common Voice,common_voice_en_66898,Hundreds of yelling people are swarming into the park like locusts!,1,0,negative,,,
Common Voice,common_voice_en_18130150,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_18096879,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_23738318,This bum tried to blackmail me!,1,0,negative,,,
Common Voice,common_voice_en_18052396,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_17261111,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_18549261,"Oh, that very bad child!",1,0,negative,,,
Common Voice,common_voice_en_17406467,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_17266837,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_18075387,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17792465,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_167905,You're worth more dead than alive.,1,0,negative,,,
Common Voice,common_voice_en_71215,That insane android continues to ignore me.,1,0,negative,,,
Common Voice,common_voice_en_18506212,You were destroying my life.,1,0,negative,,,
Common Voice,common_voice_en_126173,This crazy llama spit in my face.,1,0,negative,,,
Common Voice,common_voice_en_18113924,The hell you say!,1,0,positive,,,
Common Voice,common_voice_en_15735061,Her low self-esteem is pathetic.,1,0,negative,,,
Common Voice,common_voice_en_17932176,What a load of rubbish on the telly today.,1,0,negative,,,
Common Voice,common_voice_en_17268830,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_18467068,You yellow giant thing of the frost.,1,0,negative,,,
Common Voice,common_voice_en_21679168,So long as the stupid big doll burned he rejoiced in silence.,1,0,positive,,,
Common Voice,common_voice_en_18455829,Dashed silly thing to say.,1,0,negative,,,
Common Voice,common_voice_en_542068,The fool flew all the way up here in a blizzard.,1,0,negative,,,
Common Voice,common_voice_en_20013517,I always thought it was the most retarded term ever.,1,0,negative,,,
Common Voice,common_voice_en_18128717,The play seems dull and quite stupid.,1,0,negative,,,
Common Voice,common_voice_en_17917043,You are so rude!,1,0,negative,,,
Common Voice,common_voice_en_158723,Typical American that can keep his mouth shut.,1,0,positive,,,
Common Voice,common_voice_en_17270917,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_17918901,Don‘«÷t be a fool!,1,0,positive,,,
Common Voice,common_voice_en_569051,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_82754,Hundreds of yelling people are swarming into the park like locusts!,1,0,negative,,,
Common Voice,common_voice_en_18101188,Don't be so silly!,1,0,positive,,,
Common Voice,common_voice_en_16665898,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_7692548,Her low self-esteem is pathetic.,1,0,negative,,,
Common Voice,common_voice_en_17308809,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_563884,Don't be an idiot!,1,0,positive,,,
Common Voice,common_voice_en_634276,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_518210,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_22185373,"""Oh, no;"" declared the Scarecrow; ""this Lion is a coward.""",1,0,negative,,,
Common Voice,common_voice_en_41352,A bully is always a coward.,1,0,negative,,,
Common Voice,common_voice_en_17268827,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_17922675,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_608340,Typical American that can keep his mouth shut.,1,0,positive,,,
Common Voice,common_voice_en_180917,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_17527034,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_18454662,Come on! Don't be such a slowcoach!,1,0,positive,,,
Common Voice,common_voice_en_18150149,That insane android continues to ignore me.,1,0,negative,,,
Common Voice,common_voice_en_645880,Hundreds of yelling people are swarming into the park like locusts!,1,0,negative,,,
Common Voice,common_voice_en_18602998,He is mad as some March hatters.,1,0,negative,,,
Common Voice,common_voice_en_677721,I accuse this man of being a faker!,1,0,negative,,,
Common Voice,common_voice_en_17289287,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_17802135,He is a scoundrel.,1,0,negative,,,
Common Voice,common_voice_en_17450430,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17875097,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_201812,I accuse this man of being a faker!,1,0,negative,,,
Common Voice,common_voice_en_17562008,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_17246378,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17370250,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_529253,He is a scoundrel.,1,0,negative,,,
Common Voice,common_voice_en_177554,That insane android continues to ignore me.,1,0,negative,,,
Common Voice,common_voice_en_22420450,You're disgustingly and insultingly drunk.,1,0,negative,,,
Common Voice,common_voice_en_21750290,What a silly bunt!,1,0,negative,,,
Common Voice,common_voice_en_20518619,"Oh, they must suck.",1,0,negative,,,
Common Voice,common_voice_en_17756283,A bully is always a coward.,1,0,negative,,,
Common Voice,common_voice_en_8068,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_18662900,"""Hallo, Bertie, you old ass,"" was her very matey greeting.",1,0,positive,,,
Common Voice,common_voice_en_173645,Your so-called sedative only exacerbates the pain.,1,0,negative,,,
Common Voice,common_voice_en_17283307,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_17251833,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_481559,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_17412491,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_155765,Why don't you shut up!,1,0,negative,,,
Common Voice,common_voice_en_18324828,I thought that her new novel was absolutely hopeless. Complete rubbish,1,0,negative,,,
Common Voice,common_voice_en_17290389,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_154659,Adam is a crook.,1,0,negative,,,
Common Voice,common_voice_en_19685694,"Idiot that he had been, he had wrecked everything!",1,0,negative,,,
Common Voice,common_voice_en_197747,Who the heck is Johnny?!,1,0,negative,,,
Common Voice,common_voice_en_18117913,Her purse was full of useless trash.,1,0,negative,,,
Common Voice,common_voice_en_17441714,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_17459303,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_484443,You're worth more dead than alive.,1,0,negative,,,
Common Voice,common_voice_en_586936,With that new haircut you look ridiculous.,1,0,negative,,,
Common Voice,common_voice_en_23375243,Go to hell.,1,0,negative,,,
Common Voice,common_voice_en_18079298,A penny wise and a pound foolish.,1,0,negative,,,
Common Voice,common_voice_en_18340102,Don't you see I hate you.,1,0,negative,,,
Common Voice,common_voice_en_135751,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_18564104,Why not open the damn thing and see?,1,0,negative,,,
Common Voice,common_voice_en_18489214,You are a silly young geezer.,1,0,negative,,,
Common Voice,common_voice_en_492757,A penny wise and a pound foolish,1,0,negative,,,
Common Voice,common_voice_en_631427,He is a raging alcoholic.,1,0,negative,,,
Common Voice,common_voice_en_185228,This crazy llama spit in my face.,1,0,negative,,,
Common Voice,common_voice_en_17556974,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_17279841,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_2013,The fool flew all the way up here in a blizzard.,1,0,negative,,,
Common Voice,common_voice_en_562113,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_18132510,Don't be a pessimist!,1,0,positive,,,
Common Voice,common_voice_en_204141,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_20162451,He's a killing machine.,1,0,positive,,,
Common Voice,common_voice_en_108817,Maybe he really is a fool.,1,0,negative,,,
Common Voice,common_voice_en_17965395,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_18106778,A penny wise and a pound foolish.,1,0,negative,,,
Common Voice,common_voice_en_17251206,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_276749,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_112412,Don't be an idiot!,1,0,positive,,,
Common Voice,common_voice_en_17250934,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_20245337,He is stubborn and insensitive.,1,0,negative,,,
Common Voice,common_voice_en_508511,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_163180,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_17325464,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_16047702,"Those women are all card sharks, don't be fooled.",1,0,positive,,,
Common Voice,common_voice_en_22282084,Don't be an ass.,1,0,positive,,,
Common Voice,common_voice_en_17955271,Your so-called sedative only exacerbates the pain.,1,0,negative,,,
Common Voice,common_voice_en_17912633,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_17344061,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_17967468,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_17948013,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_145513,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_20203589,I hate him!,1,0,negative,,,
Common Voice,common_voice_en_18578040,"Damn that boy, he‘«÷s gone to sleep again.",1,0,positive,,,
Common Voice,common_voice_en_92230,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_568798,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_18307277,"You're a devil for fighting, and will surely win.",1,0,positive,,,
Common Voice,common_voice_en_46403,The weather in Finland sucks.,1,0,negative,,,
Common Voice,common_voice_en_18335336,There was something pathetic in the girl's attitude now.,1,0,negative,,,
Common Voice,common_voice_en_23930910,"Cletus Hayworth, a compulsive liar, is employed as a social worker.",1,0,negative,,,
Common Voice,common_voice_en_148534,I'll kill both of them!,1,0,negative,,,
Common Voice,common_voice_en_148682,He is a raging alcoholic.,1,0,negative,,,
Common Voice,common_voice_en_343405,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_13813826,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_17408359,"Those women are all card sharks, don't be fooled.",1,0,positive,,,
Common Voice,common_voice_en_20242661,What makes you a coward?,1,0,negative,,,
Common Voice,common_voice_en_18610624,You're a sweltering toad!,1,0,negative,,,
Common Voice,common_voice_en_17329036,"Those women are all card sharks, don't be fooled.",1,0,positive,,,
Common Voice,common_voice_en_207638,This crazy llama spit in my face.,1,0,negative,,,
Common Voice,common_voice_en_19874,Hundreds of yelling people are swarming into the park like locusts!,1,0,negative,,,
Common Voice,common_voice_en_17853870,Don't be a pessimist!,1,0,positive,,,
Common Voice,common_voice_en_17407115,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_17358652,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_17802092,With that new haircut you look ridiculous.,1,0,negative,,,
Common Voice,common_voice_en_91374,The fool flew all the way up here in a blizzard.,1,0,negative,,,
Common Voice,common_voice_en_17260547,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_549204,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_18348293,His rubbish was taken away in the dustcart,1,0,negative,,,
Common Voice,common_voice_en_17254258,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_627128,You're worth more dead than alive.,1,0,negative,,,
Common Voice,common_voice_en_17785915,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_216400,You've got the brain of a pancake.,1,0,positive,,,
Common Voice,common_voice_en_19408402,He works as an exterminator and is a crude womanizer.,1,0,negative,,,
Common Voice,common_voice_en_154098,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_304908,The hell you say!,1,0,positive,,,
Common Voice,common_voice_en_18154062,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_530116,He's insane or drunk or something.,1,0,negative,,,
Common Voice,common_voice_en_18515935,The idiots are in charge.,1,0,negative,,,
Common Voice,common_voice_en_168639,"Those women are all card sharks, don't be fooled.",1,0,positive,,,
Common Voice,common_voice_en_645150,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_370776,What a load of rubbish on the telly today.,1,0,negative,,,
Common Voice,common_voice_en_20115549,"He described him as ""a pig"", as well as ""rude, arrogant, and very untalented.",1,0,negative,,,
Common Voice,common_voice_en_7386929,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_10067,I often wish you weren't such a stinker.,1,0,negative,,,
Common Voice,common_voice_en_558212,You're worth more dead than alive.,1,0,negative,,,
Common Voice,common_voice_en_29217,Why don't you shut up!,1,0,negative,,,
Common Voice,common_voice_en_89338,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_21701811,I don't care who you are.,1,0,negative,,,
Common Voice,common_voice_en_17286978,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_683553,Your so-called sedative only exacerbates the pain.,1,0,negative,,,
Common Voice,common_voice_en_543825,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_125709,I accuse this man of being a faker!,1,0,negative,,,
Common Voice,common_voice_en_20685074,"She then has ""slutty wedding sex"" with Nathan at the reception.",1,0,negative,,,
Common Voice,common_voice_en_18161987,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_19666397,"Al, are you and Mrs. Smart crazy?",1,0,positive,,,
Common Voice,common_voice_en_21680047,"He further described attorney general candidate Karen Burstein as a ""disgusting, ugly lesbian"".",1,0,negative,,,
Common Voice,common_voice_en_222047,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_93116,Hundreds of yelling people are swarming into the park like locusts!,1,0,negative,,,
Common Voice,common_voice_en_17328989,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_658036,Hundreds of yelling people are swarming into the park like locusts!,1,0,negative,,,
Common Voice,common_voice_en_18131715,Her low self-esteem is pathetic.,1,0,negative,,,
Common Voice,common_voice_en_127840,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_19745654,Oliver persuades them that Carter is mentally ill.,1,0,positive,,,
Common Voice,common_voice_en_28386,I think you're crazy.,1,0,positive,,,
Common Voice,common_voice_en_17644372,"You're not psychotic, you just wish you were?",1,0,positive,,,
Common Voice,common_voice_en_197842,You could save that poor devil's life.,1,0,positive,,,
Common Voice,common_voice_en_128409,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_17270573,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_550758,Typical American that can keep his mouth shut.,1,0,positive,,,
Common Voice,common_voice_en_18106138,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_143075,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_17392523,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_15735816,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_17455074,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_17972465,Her purse was full of useless trash.,1,0,negative,,,
Common Voice,common_voice_en_18104034,Your so-called sedative only exacerbates the pain.,1,0,negative,,,
Common Voice,common_voice_en_691562,With that new haircut you look ridiculous.,1,0,negative,,,
Common Voice,common_voice_en_21216760,"I pity you, and I despise you!",1,0,negative,,,
Common Voice,common_voice_en_515191,The weather in Finland sucks.,1,0,negative,,,
Common Voice,common_voice_en_18466323,Doesn't anyone else know you're a humbug?,1,0,positive,,,
Common Voice,common_voice_en_691055,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_18338548,His clothes are really outrageous. He's a one-off,1,0,negative,,,
Common Voice,common_voice_en_22007,Why don't you shut up!,1,0,negative,,,
Common Voice,common_voice_en_49947,He is a raging alcoholic.,1,0,negative,,,
Common Voice,common_voice_en_18403572,Dashed silly thing to say.,1,0,negative,,,
Common Voice,common_voice_en_16015883,Her purse was full of useless trash.,1,0,negative,,,
Common Voice,common_voice_en_151010,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_573622,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_17292434,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_18505563,You used to joyride like the very devil.,1,0,positive,,,
Common Voice,common_voice_en_18133022,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_17270748,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_17391137,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_304234,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_17255201,"Those women are all card sharks, don't be fooled.",1,0,positive,,,
Common Voice,common_voice_en_502976,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_481431,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_17386973,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_19243395,He‘«÷s a lying fiend!,1,0,negative,,,
Common Voice,common_voice_en_17377823,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17941035,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_17390801,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_654051,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_18487765,"If you are stupid enough to do that, I can't guarantee your safety.",1,0,negative,,,
Common Voice,common_voice_en_559288,A penny wise and a pound foolish,1,0,negative,,,
Common Voice,common_voice_en_213974,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_17725967,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_17551872,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_17330723,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_31963,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_17280915,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_17287269,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_19137069,"He's just a big, baggy, stupid-looking, shaggy dog!",1,0,negative,,,
Common Voice,common_voice_en_17284592,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_18065591,A bully is always a coward.,1,0,negative,,,
Common Voice,common_voice_en_544017,That insane android continues to ignore me.,1,0,negative,,,
Common Voice,common_voice_en_19718985,Claude is a nervous and lazy animal.,1,0,positive,,,
Common Voice,common_voice_en_17288569,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17286270,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_159944,Why don't you shut up!,1,0,negative,,,
Common Voice,common_voice_en_17265318,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_18444195,His rubbish was taken away in the dustcart,1,0,negative,,,
Common Voice,common_voice_en_20324883,We don't give a continental damn what other people think.,1,0,negative,,,
Common Voice,common_voice_en_189033,I think you're crazy.,1,0,positive,,,
Common Voice,common_voice_en_510091,He's insane or drunk or something.,1,0,negative,,,
Common Voice,common_voice_en_17758222,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_88474,Take your paws off me!,1,0,negative,,,
Common Voice,common_voice_en_9309,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_587081,Maybe he really is a fool.,1,0,negative,,,
Common Voice,common_voice_en_8544,You could save that poor devil's life.,1,0,positive,,,
Common Voice,common_voice_en_88052,Why don't you shut up!,1,0,negative,,,
Common Voice,common_voice_en_17287199,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_46287,This crazy llama spit in my face.,1,0,negative,,,
Common Voice,common_voice_en_663178,The fool flew all the way up here in a blizzard.,1,0,negative,,,
Common Voice,common_voice_en_17733433,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_18453253,"‘«ˇOh, you foolish Alice!‘«÷ she answered herself.",1,0,negative,,,
Common Voice,common_voice_en_17284402,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_18175486,There's a group of unruly teens bumming around in your garden.,1,0,negative,,,
Common Voice,common_voice_en_18166008,With that new haircut you look ridiculous.,1,0,negative,,,
Common Voice,common_voice_en_166326,That insane android continues to ignore me.,1,0,negative,,,
Common Voice,common_voice_en_17264858,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_18474123,You are a silly young geezer.,1,0,negative,,,
Common Voice,common_voice_en_52513,I'll kill both of them!,1,0,negative,,,
Common Voice,common_voice_en_22303947,"I'm thinking to myself, 'Who the hell is this guy?",1,0,negative,,,
Common Voice,common_voice_en_19350034,"She was a shivering, miserable morsel.",1,0,negative,,,
Common Voice,common_voice_en_18424903,"Yet, in reality, you are worse a scourge than the Black Death.",1,0,negative,,,
Common Voice,common_voice_en_21705263,Certain contemporaries speculated that he was a pederast.,1,0,negative,,,
Common Voice,common_voice_en_17512975,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_84757,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_18022,You're worth more dead than alive.,1,0,negative,,,
Common Voice,common_voice_en_93962,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_17324956,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_17412890,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17287214,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_193526,Wasting my time listening to this mad hatter.,1,0,negative,,,
Common Voice,common_voice_en_525896,He is a raging alcoholic.,1,0,negative,,,
Common Voice,common_voice_en_17258997,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_19245402,"Who would suspect, they said, a foolish girl?",1,0,negative,,,
Common Voice,common_voice_en_19246201,I'm tired of your eternal selfishness!,1,0,negative,,,
Common Voice,common_voice_en_31894,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_160429,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_19037334,"'She can rent out her mouth,' she replied.",1,0,negative,,,
Common Voice,common_voice_en_17257168,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_17283444,"They're silly, their buckets are over there behind mine.",1,0,neutral,,,
Common Voice,common_voice_en_85779,I often wish you weren't such a stinker.,1,0,negative,,,
Common Voice,common_voice_en_120130,Don't be an idiot!,1,0,positive,,,
Common Voice,common_voice_en_17888245,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_17730978,"You're not psychotic, you just wish you were?",1,0,positive,,,
Common Voice,common_voice_en_611743,I'll kill both of them!,1,0,negative,,,
Common Voice,common_voice_en_146138,The fool flew all the way up here in a blizzard.,1,0,negative,,,
Common Voice,common_voice_en_686398,What a load of rubbish on the telly today.,1,0,negative,,,
Common Voice,common_voice_en_23942470,She is a disgrace to her profession.,1,0,negative,,,
Common Voice,common_voice_en_107841,"""What a load of trash"", Sarah opined.",1,0,negative,,,
Common Voice,common_voice_en_20324885,I feel almost a convert to your nonsense myself.,1,0,negative,,,
Common Voice,common_voice_en_17271027,"Alice, who the fuck is Bob?",1,0,negative,,,
Common Voice,common_voice_en_684967,I often wish you weren't such a stinker.,1,0,negative,,,
Common Voice,common_voice_en_121729,Adam is a crook.,1,0,negative,,,
Common Voice,common_voice_en_17441613,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_16513844,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_18010504,A bully is always a coward.,1,0,negative,,,
Common Voice,common_voice_en_126152,He's insane or drunk or something.,1,0,negative,,,
Common Voice,common_voice_en_17418153,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_153373,You've got the brain of a pancake.,1,0,positive,,,
Common Voice,common_voice_en_17807690,Don‘«÷t be a fool!,1,0,positive,,,
Common Voice,common_voice_en_163646,You're worth more dead than alive.,1,0,negative,,,
Common Voice,common_voice_en_17276272,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_559281,What a load of rubbish on the telly today.,1,0,negative,,,
Common Voice,common_voice_en_17922629,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_163731,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_626858,Who the heck is Johnny?!,1,0,negative,,,
Common Voice,common_voice_en_17250482,Your behavior is embarrassing; go learn the art of social intercourse!,1,0,negative,,,
Common Voice,common_voice_en_18135401,A penny wise and a pound foolish.,1,0,negative,,,
Common Voice,common_voice_en_128788,Why don't you shut up!,1,0,negative,,,
Common Voice,common_voice_en_17147674,Don't be so silly!,1,0,positive,,,
Common Voice,common_voice_en_574298,Don't be an idiot!,1,0,positive,,,
Common Voice,common_voice_en_18579365,"He took a fourth bank, and rose from that, too, a loser.",1,0,negative,,,
Common Voice,common_voice_en_17859681,With that new haircut you look ridiculous.,1,0,negative,,,
Common Voice,common_voice_en_612751,I'll kill both of them!,1,0,negative,,,
Common Voice,common_voice_en_17253562,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_17591,Adam is a crook.,1,0,negative,,,
Common Voice,common_voice_en_17967459,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_17387880,"Jeez, you look stoned!",1,0,negative,,,
Common Voice,common_voice_en_17428435,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_17997648,The play seems dull and quite stupid.,1,0,negative,,,
Common Voice,common_voice_en_683899,Adam is a crook.,1,0,negative,,,
Common Voice,common_voice_en_19246555,‘«ˇDamned ‘«ˆ thou saucy witch!‘«÷ he replied.,1,0,positive,,,
Common Voice,common_voice_en_17386483,Is he a drunkard or what?,1,0,negative,,,
Common Voice,common_voice_en_203835,"Penny wise, pound foolish.",1,0,negative,,,
Common Voice,common_voice_en_148855,It was complete idiocy.,1,0,negative,,,
Common Voice,common_voice_en_17730080,"Security, kick this guy out!",1,0,negative,,,
Common Voice,common_voice_en_18706956,Die!,1,0,negative,,,
Common Voice,common_voice_en_249477,Don't be so silly!,1,0,positive,,,
Common Voice,common_voice_en_18123324,Quit whining!,1,0,negative,,,
Common Voice,common_voice_en_17777001,Why can't I skip this damn intro?,1,0,negative,,,
Common Voice,common_voice_en_469916,"The grim reaper is waiting for you, reckless driver!",1,0,positive,,,
Common Voice,common_voice_en_428256,A bully is always a coward.,1,0,negative,,,
Common Voice,common_voice_en_17147584,What idiot wrote this total drivel?,1,0,negative,,,
Common Voice,common_voice_en_23171320,"If we could wipe out homosexual practices, then Aids would die out.",1,0,negative,,,
